n,r,m
(:Entity {name: Ulukha}),[:REL {type: Son Of}],(:Entity {name: Kitava})
(:Entity {name: Upaplavya}),[:REL {type: Capital Of}],(:Entity {name: Virata})
(:Entity {name: Vasu}),[:REL {type: Children Of}],(:Entity {name: Aditi})
(:Entity {name: Vasu}),[:REL {type: Class Of}],(:Entity {name: Deities})
(:Entity {name: Uragas}),[:REL {type: Inhabit}],(:Entity {name: Patala})
(:Entity {name: Uragas}),[:REL {type: Also Known As}],(:Entity {name: Nagas})
(:Entity {name: Chitralekha}),[:REL {type: Brought}],(:Entity {name: Aniruddha})
(:Entity {name: Usij}),[:REL {type: Mother Of}],(:Entity {name: Kakshivat})
(:Entity {name: Usij}),[:REL {type: Consort Of}],(:Entity {name: Dirghatamas})
(:Entity {name: Bhadra}),[:REL {type: Carried Off By}],(:Entity {name: Varuna})
(:Entity {name: Bhadra}),[:REL {type: Restored To}],(:Entity {name: Utathya})
(:Entity {name: Bhadra}),[:REL {type: Daughter Of}],(:Entity {name: Soma})
(:Entity {name: Utkala}),[:REL {type: Also Known As}],(:Entity {name: Orissa})
(:Entity {name: Uttamaujas}),[:REL {type: Ally Of}],(:Entity {name: Pandavas})
(:Entity {name: Vadavanala}),[:REL {type: See Also}],(:Entity {name: Aurva})
(:Entity {name: Vadavanala}),[:REL {type: Also Known As}],(:Entity {name: Vadava})
(:Entity {name: Vadavanala}),[:REL {type: Also Known As}],(:Entity {name: Badava})
(:Entity {name: Vaisali}),[:REL {type: Founded By}],(:Entity {name: Visala})
(:Entity {name: Visala}),[:REL {type: Also known as}],(:Entity {name: Ujjayini})
(:Entity {name: Visala}),[:REL {type: Son Of}],(:Entity {name: Trinabindu})
(:Entity {name: Vaisampayana}),[:REL {type: Pupil Of}],(:Entity {name: Vyasa})
(:Entity {name: Vaisampayana}),[:REL {type: Learned}],(:Entity {name: Mahabharata})
(:Entity {name: Vaisampayana}),[:REL {type: Taught}],(:Entity {name: Janamejaya})
(:Entity {name: Vaisampayana}),[:REL {type: Recited To}],(:Entity {name: Janamejaya})
(:Entity {name: Vala-Khilyas}),[:REL {type: Number Of Hymns}],(:Entity {name: 11})
(:Entity {name: Vala-Khilyas}),[:REL {type: Brought Forth By}],(:Entity {name: Samnati})
(:Entity {name: Vala-Khilyas}),[:REL {type: Sprang From}],(:Entity {name: Hairs Of Prajapati})
(:Entity {name: Vala-Khilyas}),[:REL {type: Also Known As}],(:Entity {name: Kharwas})
(:Entity {name: Samnati}),[:REL {type: Wife Of}],(:Entity {name: Kratu})
(:Entity {name: Vama-deva}),[:REL {type: Also Known As}],(:Entity {name: Siva})
(:Entity {name: Vama-deva}),[:REL {type: Also Known As}],(:Entity {name: Rudra})
(:Entity {name: Vama-deva}),[:REL {type: Mentioned In}],(:Entity {name: Mahabharata})
(:Entity {name: Vama-deva}),[:REL {type: Type}],(:Entity {name: Vedic Rishi})
(:Entity {name: Vama-deva}),[:REL {type: Possessed Horses}],(:Entity {name: Vamyas})
(:Entity {name: Vamana Purana}),[:REL {type: Contains}],(:Entity {name: Vamana})
(:Entity {name: Vamana Purana}),[:REL {type: Taught By}],(:Entity {name: Four-faced Brahma})
(:Entity {name: Vanaprastha}),[:REL {type: Type}],(:Entity {name: Brahman In Third Stage})
(:Entity {name: Vanaprastha}),[:REL {type: Lived}],(:Entity {name: As Anchorite In Woods})
(:Entity {name: Vana-charas}),[:REL {type: Type}],(:Entity {name: Wanderers Of Woods})
(:Entity {name: Vana-charas}),[:REL {type: Also Known As}],(:Entity {name: Fauns/Dryads/Sylvan Guardians})
(:Entity {name: Vansa}),[:REL {type: Type}],(:Entity {name: Race Or Family})
(:Entity {name: Vansa}),[:REL {type: Contains}],(:Entity {name: Lists Of Rishis})
(:Entity {name: Vansa-Brahmana}),[:REL {type: Type}],(:Entity {name: Brahmana})
(:Entity {name: Vansa-Brahmana}),[:REL {type: Edited By}],(:Entity {name: Burnell})
(:Entity {name: Varada}),[:REL {type: Also Known As}],(:Entity {name: Saraswati})
(:Entity {name: Varada}),[:REL {type: Type}],(:Entity {name: Name of Devi})
(:Entity {name: Varaha}),[:REL {type: Boar Incarnation of}],(:Entity {name: Vishnu})
(:Entity {name: Varaha-Kalpa}),[:REL {type: Type}],(:Entity {name: Present Kalpa or Year of Brahma})
(:Entity {name: Varaha Mihira}),[:REL {type: Occupation}],(:Entity {name: Astronomer})
(:Entity {name: Varaha Mihira}),[:REL {type: One Of}],(:Entity {name: Nine Gems of Vikramaditya})
(:Entity {name: Varaha Mihira}),[:REL {type: Author Of}],(:Entity {name: Brihat-sanhita})
(:Entity {name: Varaha Mihira}),[:REL {type: Author Of}],(:Entity {name: Brihajjataka})
(:Entity {name: Varaha Mihira}),[:REL {type: Death Year}],(:Entity {name: Saka 509 (A.D. 587)})
(:Entity {name: Varaha Purana}),[:REL {type: Content}],(:Entity {name: Glory of Varaha narrated to Earth by Vishnu})
(:Entity {name: Varaha Purana}),[:REL {type: Verses}],"(:Entity {name: Approximately 10,000 stanzas})"
(:Entity {name: Varaha Purana}),[:REL {type: Time Period}],(:Entity {name: Early part of 12th century})
(:Entity {name: Varansi}),[:REL {type: Also Called}],(:Entity {name: Kasi})
(:Entity {name: Varansi}),[:REL {type: Type}],(:Entity {name: Sacred City})
(:Entity {name: Varanavata}),[:REL {type: Type}],(:Entity {name: City})
(:Entity {name: Varanavata}),[:REL {type: Inhabitants}],(:Entity {name: Pandavas during exile})
(:Entity {name: Vararuchi}),[:REL {type: One Of}],(:Entity {name: Nine Gems of Vikramaditya})
(:Entity {name: Vararuchi}),[:REL {type: Occupation}],(:Entity {name: Grammarian})
(:Entity {name: Vararuchi}),[:REL {type: Possibly Same As}],(:Entity {name: Katyayana})
(:Entity {name: Varddha-Kshatri}),[:REL {type: Patronymic Of}],(:Entity {name: Jayadratha})
(:Entity {name: Varkshi}),[:REL {type: Type}],(:Entity {name: Virtuous Woman})
(:Entity {name: Varkshi}),[:REL {type: Daughter Of}],(:Entity {name: A Sage})
(:Entity {name: Varkshi}),[:REL {type: Husbands}],(:Entity {name: Ten})
(:Entity {name: Vaisya}),[:REL {type: Is A}],(:Entity {name: Varna})
(:Entity {name: Sidra}),[:REL {type: Is A}],(:Entity {name: Varna})
(:Entity {name: King Nala}),[:REL {type: Charioteer Of}],(:Entity {name: Varshaneya})
(:Entity {name: Varunani}),[:REL {type: Wife Of}],(:Entity {name: Varuna})
(:Entity {name: Varunani}),[:REL {type: Goddess Of}],(:Entity {name: Wine})
(:Entity {name: Vasanta}),[:REL {type: Personification Of}],(:Entity {name: Spring})
(:Entity {name: Vasanta-Sena}),[:REL {type: Heroine Of}],(:Entity {name: Mrichchhakati})
(:Entity {name: Vasava-Datta}),[:REL {type: Princess Of}],(:Entity {name: Ujjayint})
(:Entity {name: Vasava-Datta}),[:REL {type: Heroine Of}],(:Entity {name: Story By Subandhu})
(:Entity {name: Vastosh-Patl}),[:REL {type: Protector Of}],(:Entity {name: Houses})
(:Entity {name: Vasu-Deva}),[:REL {type: Father Of}],(:Entity {name: Krishna})
(:Entity {name: Vasu-Deva}),[:REL {type: Identity Derived By}],(:Entity {name: Krishna})
(:Entity {name: Vasu-Deva}),[:REL {type: Husband Of}],(:Entity {name: Devaki})
(:Entity {name: Vasu-Deva}),[:REL {type: Brother Of}],(:Entity {name: Kunti})
(:Entity {name: Vasu-Deva}),[:REL {type: Son Of}],(:Entity {name: Sura})
(:Entity {name: Vasu-Deva}),[:REL {type: Also Known As}],(:Entity {name: Anakadundubhi})
(:Entity {name: Vasu-Deva}),[:REL {type: Also Known As}],(:Entity {name: Bhukasyapa})
(:Entity {name: Vasu-Deva}),[:REL {type: Also Known As}],(:Entity {name: Dundu})
(:Entity {name: Paundraka}),[:REL {type: Impostor Of}],(:Entity {name: Krishna})
(:Entity {name: Vasu-Sena}),[:REL {type: Also Known As}],(:Entity {name: Karna})
(:Entity {name: Vata}),[:REL {type: Also Known As}],(:Entity {name: Vayu})
(:Entity {name: Vatapi}),[:REL {type: Enemy Of}],(:Entity {name: Agastya})
(:Entity {name: Vatapi}),[:REL {type: Brother Of}],(:Entity {name: Ilwala})
(:Entity {name: Vata-Vasin}),[:REL {type: Dwells In}],(:Entity {name: Fig Trees})
(:Entity {name: Vatsyayana}),[:REL {type: Author Of}],(:Entity {name: Kamasutras})
(:Entity {name: Vatsyayana}),[:REL {type: Author Of}],(:Entity {name: Nyaysbhasha})
(:Entity {name: Vatsyayana}),[:REL {type: Also Known As}],(:Entity {name: Mallanaga})
(:Entity {name: Vayu Purana}),[:REL {type: Contains}],(:Entity {name: Laws of Duty})
(:Entity {name: Vayu Purana}),[:REL {type: Connected With}],(:Entity {name: Sweta Kalpa})
(:Entity {name: Vayu Purana}),[:REL {type: Comprises}],(:Entity {name: Mahatmya of Rudra})
(:Entity {name: Vayu Purana}),[:REL {type: Contains}],"(:Entity {name: 24,000 Verses})"
(:Entity {name: Vayu Purana}),[:REL {type: Devoted To}],(:Entity {name: Praise of Siva})
(:Entity {name: Veda}),[:REL {type: Root Of}],"(:Entity {name: Vid, 'know'})"
(:Entity {name: Veda-Matri}),[:REL {type: Meaning}],(:Entity {name: Mother of the Vedas})
(:Entity {name: Vedangas}),[:REL {type: Meaning}],(:Entity {name: Members of the Veda})
(:Entity {name: Vedangas}),[:REL {type: Number}],(:Entity {name: Six})
(:Entity {name: Vedangas}),[:REL {type: Purpose}],"(:Entity {name: Necessary for reading, understanding, and proper sacrificial use of Vedas})"
(:Entity {name: Siksha}),[:REL {type: Field}],(:Entity {name: Phonetics / Pronunciation})
(:Entity {name: Siksha}),[:REL {type: Includes}],"(:Entity {name: Accents, Quantity, Euphony})"
(:Entity {name: Chhandas}),[:REL {type: Field}],(:Entity {name: Metre})
(:Entity {name: Vyakarana}),[:REL {type: Field}],(:Entity {name: Grammar})
(:Entity {name: Vyakarana}),[:REL {type: Represented By}],(:Entity {name: Panini / Older Grammars})
(:Entity {name: Jyotisha}),[:REL {type: Field}],(:Entity {name: Astronomy})
(:Entity {name: Jyotisha}),[:REL {type: Purpose}],(:Entity {name: Compile calendar for Vedic sacrifices and ceremonies})
(:Entity {name: Kalpa}),[:REL {type: Field}],(:Entity {name: Ceremonial Rules})
(:Entity {name: Kalpa}),[:REL {type: Written In}],(:Entity {name: Sutras / Kalpa-sutras / Srauta-sutras})
(:Entity {name: Vedanta}),[:REL {type: Field}],(:Entity {name: Orthodox School of Philosophy})
(:Entity {name: Vedanta-Paribhasha}),[:REL {type: Type}],(:Entity {name: Modern Textbook on Vedanta Philosophy})
(:Entity {name: Vedanta-Sara}),[:REL {type: Meaning}],(:Entity {name: Essence of the Vedanta})
(:Entity {name: Vedanta-Sara}),[:REL {type: Translated By}],"(:Entity {name: Ballantyne, Bohtlingk, Roer, Frank})"
(:Entity {name: Vedanta-Sotra}),[:REL {type: Content}],(:Entity {name: Aphorisms of Badarayana on Vedanta Philosophy})
(:Entity {name: Vedanta-Sotra}),[:REL {type: Also Called}],(:Entity {name: Brahma-sutras})
(:Entity {name: Vedanta-Sotra}),[:REL {type: Translation By}],"(:Entity {name: Rev. K. M. Banerjea, French by Poley})"
(:Entity {name: Vedartha-Prakasa}),[:REL {type: Meaning}],(:Entity {name: Elucidation of the meaning of the Veda})
(:Entity {name: Vedartha-Prakasa}),[:REL {type: Author}],(:Entity {name: Sayana (Rig-Veda Commentary)})
(:Entity {name: Vedartha-Prakasa}),[:REL {type: Also By}],(:Entity {name: Madhavacharya (Taittiriya Sanhita Commentary)})
(:Entity {name: Vedavati}),[:REL {type: Insulted By}],(:Entity {name: Ravana})
(:Entity {name: Vedavati}),[:REL {type: Reborn As}],(:Entity {name: Sita})
(:Entity {name: Vedavati}),[:REL {type: Daughter of}],(:Entity {name: Kusa-dhwaja})
(:Entity {name: Vedavati}),[:REL {type: Met}],(:Entity {name: Ravana in Himalaya Forest})
(:Entity {name: Vedavati}),[:REL {type: Practised}],(:Entity {name: Austerities to gain Vishnu as Spouse})
(:Entity {name: Vedavati}),[:REL {type: Action After Insult}],(:Entity {name: Cut off hair and entered fire})
(:Entity {name: Vedavati}),[:REL {type: Cause Of}],(:Entity {name: Ravana's Death})
(:Entity {name: Kusa-dhwaja}),[:REL {type: Son of}],(:Entity {name: Brihaspati})
(:Entity {name: VedaVyasa}),[:REL {type: Meaning}],(:Entity {name: The arranger of the Vedas})
(:Entity {name: Vedodaya}),[:REL {type: Meaning}],(:Entity {name: Source of the Veda})
(:Entity {name: Vegavat}),[:REL {type: Son Of}],(:Entity {name: Krishna})
(:Entity {name: Vegavat}),[:REL {type: Killed By}],(:Entity {name: Samba})
(:Entity {name: Vegavat}),[:REL {type: Meaning}],(:Entity {name: Swift})
(:Entity {name: Nishada}),[:REL {type: Origin Is From thigh of}],(:Entity {name: Vena})
(:Entity {name: Venkata}),[:REL {type: Modern Name}],(:Entity {name: Tirupati})
(:Entity {name: Vetala}),[:REL {type: Meaning}],(:Entity {name: Ghost or goblin})
(:Entity {name: Vetala-Panchavinsati}),[:REL {type: Author}],(:Entity {name: Jambhaladatta})
(:Entity {name: Vetravati}),[:REL {type: Origin}],(:Entity {name: Vindhyas})
(:Entity {name: Vetravati}),[:REL {type: Meaning}],(:Entity {name: River Betwa})
(:Entity {name: Vibhandaka}),[:REL {type: Son Of}],(:Entity {name: Kasyapa})
(:Entity {name: Vibhandaka}),[:REL {type: Son}],(:Entity {name: Rishyasringa})
(:Entity {name: VichitraVirya}),[:REL {type: Identity}],(:Entity {name: King})
(:Entity {name: Vidagdha-Madhava}),[:REL {type: Type}],(:Entity {name: Drama in seven acts})
(:Entity {name: Vidagdha-Madhava}),[:REL {type: Author}],(:Entity {name: Rupa})
(:Entity {name: Viddha-Salabhanjika}),[:REL {type: Meaning}],(:Entity {name: The statue})
(:Entity {name: Viddha-Salabhanjika}),[:REL {type: Type}],(:Entity {name: Comedy of domestic intrigue})
(:Entity {name: Viddha-Salabhanjika}),[:REL {type: Author}],(:Entity {name: Sekhara})
(:Entity {name: Vidhatri}),[:REL {type: Name of}],(:Entity {name: Brahma})
(:Entity {name: Vidhatri}),[:REL {type: Name of}],(:Entity {name: Viswakarma})
(:Entity {name: Vidhatri}),[:REL {type: Meaning}],(:Entity {name: Creator})
(:Entity {name: Vidura}),[:REL {type: Son of}],(:Entity {name: Vyasa})
(:Entity {name: Vidura}),[:REL {type: Side in War}],(:Entity {name: Pandavas})
(:Entity {name: Vidura}),[:REL {type: Reference}],(:Entity {name: Mahabharata})
(:Entity {name: Vidura}),[:REL {type: Title}],(:Entity {name: Kshattri})
(:Entity {name: Vidura}),[:REL {type: Character}],(:Entity {name: Wisest of the wise})
(:Entity {name: Vidura}),[:REL {type: Advised}],(:Entity {name: Both Kauravas and Pandavas})
(:Entity {name: Vidya-Dhara}),[:REL {type: Attendants Of}],(:Entity {name: Indra})
(:Entity {name: Vidya-Dhara}),[:REL {type: Meaning}],(:Entity {name: Possessor of knowledge})
(:Entity {name: Vidya-Dhara}),[:REL {type: Habitat}],(:Entity {name: Regions between earth and sky})
(:Entity {name: Vidya-Dhara}),[:REL {type: Disposition}],(:Entity {name: Benevolent})
(:Entity {name: Vidya-Dhara}),[:REL {type: Also Known as}],(:Entity {name: Kamarupin})
(:Entity {name: Vidya-Dhara}),[:REL {type: Also Known as}],(:Entity {name: Khechara})
(:Entity {name: Vidya-Dhara}),[:REL {type: Also Known as}],(:Entity {name: Nabhas-chara})
(:Entity {name: Vidya-Dhara}),[:REL {type: Also Known as}],(:Entity {name: Priyam-vada})
(:Entity {name: Vidya-Dhari}),[:REL {type: Meaning}],(:Entity {name: Possessor of knowledge (fem)})
(:Entity {name: Vidyaranya}),[:REL {type: Title Of}],(:Entity {name: Madhavacharya})
(:Entity {name: Vidyaranya}),[:REL {type: Meaning}],(:Entity {name: Forest of learning})
(:Entity {name: Vidyaranya}),[:REL {type: Patron Of}],(:Entity {name: Vidyanagara})
(:Entity {name: VijaGanita}),[:REL {type: Type}],(:Entity {name: Work on algebra})
(:Entity {name: VijaGanita}),[:REL {type: Author}],(:Entity {name: Bhaskaracharya})
(:Entity {name: VijaGanita}),[:REL {type: Part Of}],(:Entity {name: Siddhanta-siromani})
(:Entity {name: VijayaNagara}),[:REL {type: Original Name}],(:Entity {name: Vidya-Nagara})
(:Entity {name: VijayaNagara}),[:REL {type: Renamed After}],(:Entity {name: Victory})
(:Entity {name: Vijnaneswara}),[:REL {type: Author Of}],(:Entity {name: Mitakshara})
(:Entity {name: Vikarna}),[:REL {type: Son of}],(:Entity {name: Dhritarashira})
(:Entity {name: Vikramorvasi}),[:REL {type: Meaning}],(:Entity {name: The hero and the nymph})
(:Entity {name: Vikramorvasi}),[:REL {type: Type}],(:Entity {name: Drama})
(:Entity {name: Vikramorvasi}),[:REL {type: Author}],(:Entity {name: Kalidasa})
(:Entity {name: Vimada}),[:REL {type: Mentioned In}],(:Entity {name: Rig-veda})
(:Entity {name: Vimada}),[:REL {type: Helped By}],(:Entity {name: Aswins})
(:Entity {name: Vinda}),[:REL {type: Also Known As}],(:Entity {name: Anuvinda})
(:Entity {name: Vinda}),[:REL {type: Role}],(:Entity {name: Fought in great war})
(:Entity {name: Vindhya}),[:REL {type: Humbled By}],(:Entity {name: Agastya})
(:Entity {name: Vindhya}),[:REL {type: Jealous Of}],(:Entity {name: Himalaya})
(:Entity {name: Vindhya}),[:REL {type: Meaning}],(:Entity {name: Mountains across India})
(:Entity {name: Vindhya-Vasini}),[:REL {type: Wife of}],(:Entity {name: Siva})
(:Entity {name: Vipas}),[:REL {type: Also known as}],(:Entity {name: Byas})
(:Entity {name: Vipas}),[:REL {type: Also known as}],(:Entity {name: Hyphasis})
(:Entity {name: Vipas}),[:REL {type: Also known as}],(:Entity {name: Bibasis})
(:Entity {name: ViraBhadra}),[:REL {type: Son of}],(:Entity {name: Siva})
(:Entity {name: Viradha}),[:REL {type: Son of}],(:Entity {name: Kala})
(:Entity {name: Viradha}),[:REL {type: Son of}],(:Entity {name: Satahrada})
(:Entity {name: VisakhaDatta}),[:REL {type: Author of}],(:Entity {name: Mudrarakshasa})
(:Entity {name: VisakhaDatta}),[:REL {type: Also known as}],(:Entity {name: Royal descent})
(:Entity {name: Varshneya}),[:REL {type: Son of}],(:Entity {name: Vrishni})
(:Entity {name: Kumbhakarna}),[:REL {type: Son of}],(:Entity {name: Visravas})
(:Entity {name: Kumbhakarna}),[:REL {type: Son of}],(:Entity {name: Nikasha})
(:Entity {name: Pushpotkala}),[:REL {type: Mother of}],(:Entity {name: Ravana})
(:Entity {name: Pushpotkala}),[:REL {type: Mother of}],(:Entity {name: Kumbhakarna})
(:Entity {name: Raka}),[:REL {type: Mother of}],(:Entity {name: Surpanakha})
(:Entity {name: Raka}),[:REL {type: Mother of}],(:Entity {name: Khara})
(:Entity {name: Trisanku}),[:REL {type: Protector/ally of}],(:Entity {name: Viswamitra})
(:Entity {name: Trisanku}),[:REL {type: Also known as}],(:Entity {name: Satyavrata})
(:Entity {name: Vivindhaya}),[:REL {type: Son of}],(:Entity {name: Krishna})
(:Entity {name: Vrishnis}),[:REL {type: Descendants of}],(:Entity {name: Vrishni})
(:Entity {name: Vritrahan}),[:REL {type: Also known as}],(:Entity {name: Indra})
(:Entity {name: VRINDAVANA}),[:REL {type: Associated with}],(:Entity {name: Krishna})
(:Entity {name: VRINDAVANA}),[:REL {type: District Of}],(:Entity {name: Mathura})
(:Entity {name: Yajnavalkya}),[:REL {type: Disciple of}],(:Entity {name: Vaisampayana})
(:Entity {name: Yajnavalkya}),[:REL {type: Disciple of}],(:Entity {name: Bashkali})
(:Entity {name: Yajnavalkya}),[:REL {type: Wife of}],(:Entity {name: Maitreyi})
(:Entity {name: Yajnavalkya}),[:REL {type: Wife of}],(:Entity {name: Katyayani})
(:Entity {name: Yajnavalkya}),[:REL {type: Cursed}],(:Entity {name: Vidagdha Sakalya})
(:Entity {name: Vidagdha Sakalya}),[:REL {type: Cursed by}],(:Entity {name: Yajnavalkya})
(:Entity {name: Chhaya}),[:REL {type: Cursed}],(:Entity {name: Yama})
(:Entity {name: BalaRama}),[:REL {type: Harassed}],(:Entity {name: Yamuna})
(:Entity {name: Yasoda}),[:REL {type: Foster-mother of}],(:Entity {name: Krishna})
(:Entity {name: Yasoda}),[:REL {type: Wife of}],(:Entity {name: Nanda})
(:Entity {name: Yatus}),[:REL {type: Also known as}],(:Entity {name: Yatu-dhanas})
(:Entity {name: Yatudhanas}),[:REL {type: Descended from}],(:Entity {name: Kasyapa})
(:Entity {name: Yatudhanas}),[:REL {type: Descended from}],(:Entity {name: Surasa})
(:Entity {name: YavaKri}),[:REL {type: Also known as}],(:Entity {name: YavaKrita})
(:Entity {name: YavaKrita}),[:REL {type: Son of}],(:Entity {name: Bharadwaja})
(:Entity {name: YavaKrita}),[:REL {type: Killed by}],(:Entity {name: Rakshasa})
(:Entity {name: Paravasu}),[:REL {type: Cursed by}],(:Entity {name: Bharadwaja})
(:Entity {name: Yavanas}),[:REL {type: Conquered by}],(:Entity {name: King Sagara})
(:Entity {name: Yavanas}),[:REL {type: Descended from}],(:Entity {name: Turvasu})
